title,company,location,field,education_level,salary_min,salary_max,salary_currency,job_type,deadline,url,source,scraped_at
Housekeeper,Cogetel,Sihanoukville,Hospitality,College,200,350,USD,Full-time,2026-05-06,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173476
Crop Production Manager,OCIC,Phnom Penh,Agriculture,Bachelor,650,1200,USD,Full-time,2026-06-05,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173485
Regulatory Affairs Officer,GCGC,Phnom Penh,Legal,Bachelor,750,1600,USD,Full-time,2026-05-22,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173496
CAD Drafter,Zaman University,Battambang,Engineering,College,450,850,USD,Full-time,2026-06-28,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173504
Blockchain Developer,Chemonics,Siem Reap,IT / Technology,Master,1100,2200,USD,Full-time,2026-05-23,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173513
Marketing Director,DAI Global,Phnom Penh,Marketing / Sales,Master,1900,4300,USD,Full-time,2026-05-21,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173522
Industrial Engineer,TPC MFI,Sihanoukville,Manufacturing,Bachelor,900,1550,USD,Full-time,2026-05-01,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173532
Legal Officer,World Bank Cambodia,Kampot,Legal,Bachelor,700,1550,USD,Part-time,2026-05-25,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173545
STEM Teacher,TPC MFI,Phnom Penh,Education,Bachelor,500,800,USD,Full-time,2026-05-24,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173553
School Principal,MSI Surveys,Kandal,Education,Master,1450,3150,USD,Full-time,2026-06-10,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173562
Senior Accountant,Chemonics,Phnom Penh,Finance / Banking,Bachelor,800,1350,USD,Full-time,2026-03-24,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173570
Training Specialist,Royal University of Phnom Penh,Phnom Penh,Education,Bachelor,700,1250,USD,Full-time,2026-04-18,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173578
Epidemiologist,ANZ Royal Bank,Phnom Penh,Healthcare,Master,1300,2550,USD,Full-time,2026-05-22,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173587
Data Engineer,Camboplus MFI,Kampong Cham,IT / Technology,Master,1000,2200,USD,Full-time,2026-06-27,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173596
Regulatory Affairs Officer,Cellcard,Phnom Penh,Legal,Bachelor,850,1450,USD,Full-time,2026-05-26,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173605
Chinese Teacher,Save the Children,Phnom Penh,Education,Bachelor,400,1000,USD,Full-time,2026-04-08,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173614
General Surgeon,Habitat for Humanity,Phnom Penh,Healthcare,Master,2050,4200,USD,Full-time,2026-04-11,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173622
Soil Scientist,Toyota Cambodia,Phnom Penh,Agriculture,Master,850,1800,USD,Contract,2026-05-15,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173631
Copywriter,OCIC,Kampot,Marketing / Sales,Bachelor,500,700,USD,Full-time,2026-06-07,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173640
Tax Specialist,Forte Insurance,Siem Reap,Finance / Banking,Bachelor,800,1300,USD,Full-time,2026-05-24,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173649
IT Trainer,Phillip Bank,Sihanoukville,Education,Bachelor,600,1050,USD,Full-time,2026-04-15,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173659
Corporate Lawyer,TPC MFI,Battambang,Legal,Master,1400,3500,USD,Full-time,2026-06-28,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173669
Safety Officer,Save the Children,Phnom Penh,Engineering,Bachelor,500,1100,USD,Full-time,2026-03-09,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173677
Grants Manager,Cellcard,Phnom Penh,NGO / Development,Master,1150,2600,USD,Part-time,2026-05-03,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173686
QC Inspector,FHI 360,Phnom Penh,Manufacturing,Bachelor,350,850,USD,Full-time,2026-05-07,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173694
Legal Assistant,Pi Pay,Takeo,Legal,Bachelor,550,850,USD,Part-time,2026-03-20,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173703
Logistics Coordinator,TG International School,Siem Reap,Manufacturing,Bachelor,650,1100,USD,Full-time,2026-05-09,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173711
Project Manager,Phillip Bank,Phnom Penh,NGO / Development,Master,950,2300,USD,Part-time,2026-05-01,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173720
Math Lecturer,Northbridge International School,Siem Reap,Education,Bachelor,600,950,USD,Full-time,2026-03-05,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173729
Curriculum Developer,WHO Cambodia,Kampong Cham,Education,Master,900,1800,USD,Part-time,2026-03-18,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173737
Lab Technician,Phnom Penh SEZ,Prey Veng,Healthcare,College,450,850,USD,Contract,2026-03-25,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173755
Nutritionist,Paragon International,Phnom Penh,Healthcare,Bachelor,550,1150,USD,Contract,2026-04-22,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173767
Web Developer,Northbridge International School,Phnom Penh,IT / Technology,Bachelor,600,1200,USD,Full-time,2026-04-22,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173776
Internal Auditor,Swisscontact,Siem Reap,Finance / Banking,Bachelor,650,1550,USD,Full-time,2026-05-15,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173785
Logistics Coordinator,Habitat for Humanity,Battambang,Manufacturing,Bachelor,650,1350,USD,Full-time,2026-05-07,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173793
Country Director,LYP Group,Phnom Penh,NGO / Development,Master,3100,6200,USD,Full-time,2026-04-17,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173802
Country Director,TPC MFI,Kampot,NGO / Development,Master,2950,6300,USD,Full-time,2026-05-08,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173811
WASH Engineer,DAI Global,Siem Reap,NGO / Development,Bachelor,800,1650,USD,Full-time,2026-04-08,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173819
Math Lecturer,PwC Cambodia,Phnom Penh,Education,Bachelor,450,950,USD,Contract,2026-06-08,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173827
SEO Specialist,Royal Phnom Penh Hospital,Remote,Marketing / Sales,Bachelor,500,950,USD,Full-time,2026-03-03,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173836
Procurement Officer,World Vision,Kampong Cham,Manufacturing,Bachelor,650,1350,USD,Part-time,2026-04-04,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173844
Event Coordinator,Sen Sok International,Remote,Hospitality,Bachelor,800,1300,USD,Full-time,2026-06-24,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173853
Legal Assistant,ACLEDA Bank,Takeo,Legal,Bachelor,450,1100,USD,Full-time,2026-03-21,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173863
Nutritionist,Norton University,Phnom Penh,Healthcare,Bachelor,650,1100,USD,Full-time,2026-06-12,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173871
Nutritionist,FedEx Cambodia,Remote,Healthcare,Bachelor,500,1250,USD,Full-time,2026-06-07,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173880
Livelihood Officer,IFC Cambodia,Prey Veng,NGO / Development,Bachelor,700,1250,USD,Full-time,2026-04-05,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173889
Office Manager,FHI 360,Remote,HR / Admin,Bachelor,500,1000,USD,Part-time,2026-04-25,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173898
Operations Manager,Cambodian Red Cross,Phnom Penh,Manufacturing,Master,1300,2550,USD,Contract,2026-06-10,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173906
E-learning Developer,Landell Mills,Kampong Cham,Education,Bachelor,500,1350,USD,Full-time,2026-05-03,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173915
Investment Analyst,DAI Global,Remote,Finance / Banking,Master,900,2100,USD,Full-time,2026-04-09,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173923
Factory Manager,Prudential Cambodia,Phnom Penh,Manufacturing,Master,1600,3050,USD,Full-time,2026-03-21,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173931
Digital Marketing Officer,TG International School,Siem Reap,Marketing / Sales,Bachelor,550,1050,USD,Full-time,2026-04-05,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173941
CMO,RTI International,Battambang,Marketing / Sales,Master,2500,5050,USD,Full-time,2026-05-05,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173953
Medical Officer,Chemonics,Phnom Penh,Healthcare,Master,1100,2600,USD,Full-time,2026-04-12,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173962
Barista,Park Hyatt Siem Reap,Phnom Penh,Hospitality,College,400,500,USD,Contract,2026-05-03,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173971
Advocacy Officer,Sofitel Phnom Penh,Remote,NGO / Development,Master,1000,2200,USD,Full-time,2026-06-15,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173979
Trade Marketing Officer,Zando,Kandal,Marketing / Sales,Bachelor,700,1350,USD,Part-time,2026-03-14,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173988
Medical Doctor,Canadia Bank,Phnom Penh,Healthcare,Master,1100,2800,USD,Full-time,2026-03-14,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173997
Core Banking Specialist,Prudential Cambodia,Kampong Cham,Finance / Banking,Bachelor,700,1550,USD,Full-time,2026-06-16,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174005
MEP Engineer,Park Hyatt Siem Reap,Phnom Penh,Engineering,Bachelor,900,1900,USD,Contract,2026-05-26,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174014
Head of Department,UNDP Cambodia,Sihanoukville,Education,Master,1100,2300,USD,Full-time,2026-04-03,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174022
Front Desk Officer,Build Bright University,Phnom Penh,Hospitality,Bachelor,300,800,USD,Full-time,2026-03-24,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174031
Pediatrician,UNDP Cambodia,Siem Reap,Healthcare,Master,2000,4200,USD,Contract,2026-05-08,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174045
Database Administrator,Helen Keller Intl,Kampot,IT / Technology,Bachelor,750,1350,USD,Full-time,2026-06-14,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174060
Livelihood Officer,Footprints International School,Remote,NGO / Development,Bachelor,650,1250,USD,Full-time,2026-03-27,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174075
Child Protection Officer,Landell Mills,Battambang,NGO / Development,Master,800,1900,USD,Full-time,2026-03-09,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174086
Mobile App Developer,USAID Cambodia,Kampot,IT / Technology,Bachelor,600,1500,USD,Contract,2026-05-02,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174095
Secretary,Sen Sok International,Phnom Penh,HR / Admin,Bachelor,500,600,USD,Full-time,2026-04-21,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174108
Livestock Specialist,ACLEDA Bank,Kampong Cham,Agriculture,Bachelor,700,1350,USD,Part-time,2026-03-15,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174116
Internal Auditor,Park Hyatt Siem Reap,Phnom Penh,Finance / Banking,Bachelor,800,1300,USD,Full-time,2026-04-21,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174125
Contract Specialist,Sen Sok International,Phnom Penh,Legal,Bachelor,800,1800,USD,Full-time,2026-06-15,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174142
Housekeeper,EZECOM,Siem Reap,Hospitality,College,200,500,USD,Full-time,2026-04-26,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174156
Admin Coordinator,Vision Fund,Battambang,HR / Admin,Bachelor,400,800,USD,Contract,2026-04-07,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174172
SEO Specialist,Ernst & Young,Phnom Penh,Marketing / Sales,Bachelor,600,900,USD,Full-time,2026-04-12,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174180
IT Trainer,Prince Bank,Siem Reap,Education,Bachelor,500,800,USD,Part-time,2026-04-17,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174189
Quantity Surveyor,National Bank of Cambodia,Battambang,Engineering,Bachelor,700,1550,USD,Part-time,2026-04-02,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174199
Event Coordinator,FHI 360,Takeo,Hospitality,Bachelor,750,1550,USD,Full-time,2026-05-10,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174214
Growth Hacker,Sofitel Phnom Penh,Battambang,Marketing / Sales,Bachelor,700,1250,USD,Full-time,2026-04-10,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174229
Medical Officer,Zando,Remote,Healthcare,Master,1200,2600,USD,Full-time,2026-04-21,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174244
Country Director,EZECOM,Siem Reap,NGO / Development,Master,2900,6200,USD,Full-time,2026-04-17,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174254
HR Director,Helen Keller Intl,Kandal,HR / Admin,Master,1450,3150,USD,Full-time,2026-03-13,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174270
Crop Production Manager,Hyatt Regency,Phnom Penh,Agriculture,Bachelor,700,1200,USD,Full-time,2026-05-12,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174306
Field Officer,Swisscontact,Kandal,Agriculture,Bachelor,500,900,USD,Full-time,2026-06-01,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174322
Quantity Surveyor,Care International,Phnom Penh,Engineering,Bachelor,750,1700,USD,Full-time,2026-03-06,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174340
Legal Officer,ADB Cambodia,Battambang,Legal,Bachelor,800,1650,USD,Full-time,2026-03-12,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174356
E-learning Developer,Tetra Tech,Phnom Penh,Education,Bachelor,550,1100,USD,Full-time,2026-03-25,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174371
Housekeeper,Grab Cambodia,Phnom Penh,Hospitality,College,200,600,USD,Full-time,2026-03-08,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174380
Dental Technician,Hyatt Regency,Phnom Penh,Healthcare,College,300,700,USD,Full-time,2026-06-21,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174389
Agribusiness Officer,GIZ Cambodia,Phnom Penh,Agriculture,Bachelor,800,1300,USD,Full-time,2026-06-22,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174397
Talent Acquisition Specialist,Institute of Technology of Cambodia,Siem Reap,HR / Admin,Bachelor,700,1350,USD,Part-time,2026-04-26,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174406
Sales Executive,Metfone,Battambang,Marketing / Sales,College,500,850,USD,Contract,2026-03-22,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174415
HR Manager,Forte Insurance,Siem Reap,HR / Admin,Master,1100,2300,USD,Contract,2026-05-28,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174426
Grants Manager,GIZ Cambodia,Kampot,NGO / Development,Master,1300,2800,USD,Full-time,2026-04-28,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174435
Head of Department,Honda Cambodia,Phnom Penh,Education,Master,1100,1950,USD,Full-time,2026-03-10,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174443
Paralegal,Cellcard,Phnom Penh,Legal,Bachelor,650,1100,USD,Full-time,2026-05-01,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174468
EHS Officer,Prasac MFI,Kandal,Manufacturing,Bachelor,700,1000,USD,Part-time,2026-03-07,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174482
Safety Officer,Prasac MFI,Phnom Penh,Engineering,Bachelor,600,1100,USD,Full-time,2026-03-05,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174491
Soil Scientist,Sabay Digital,Phnom Penh,Agriculture,Master,900,1650,USD,Contract,2026-05-16,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174499
Soil Scientist,Ministry of Economy and Finance,Siem Reap,Agriculture,Master,800,1800,USD,Full-time,2026-06-11,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174508
Agricultural Project Manager,Wing Bank,Sihanoukville,Agriculture,Master,950,1950,USD,Part-time,2026-04-27,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174517
In-house Counsel,Canadia Bank,Prey Veng,Legal,Master,1500,3450,USD,Full-time,2026-03-04,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174525
Epidemiologist,Footprints International School,Phnom Penh,Healthcare,Master,1250,2550,USD,Part-time,2026-06-19,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174534
Registered Nurse,ABA Bank,Kampot,Healthcare,Bachelor,650,1000,USD,Full-time,2026-04-05,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174547
Construction Project Manager,BookMeBus,Kandal,Engineering,Master,1450,3050,USD,Full-time,2026-03-15,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174557
Training Specialist,Prince Bank,Remote,Education,Bachelor,550,1100,USD,Full-time,2026-04-14,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174566
Chief Medical Officer,Konvergence,Phnom Penh,Healthcare,PhD,2900,6050,USD,Contract,2026-06-12,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174574
Community Health Worker,Forte Insurance,Prey Veng,Healthcare,College,300,730,USD,Contract,2026-03-04,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174584
Paralegal,Decathlon Cambodia,Sihanoukville,Legal,Bachelor,500,1150,USD,Full-time,2026-04-24,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174593
Capacity Building Officer,Vision Fund,Siem Reap,NGO / Development,Bachelor,800,1700,USD,Full-time,2026-03-15,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174601
Soil Scientist,PwC Cambodia,Phnom Penh,Agriculture,Master,1000,1750,USD,Full-time,2026-05-05,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174610
Hospital Administrator,Save the Children,Remote,Healthcare,Master,1100,1950,USD,Full-time,2026-04-25,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174618
Barista,Manulife Cambodia,Siem Reap,Hospitality,College,200,580,USD,Part-time,2026-06-18,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174627
Pediatrician,Plan International,Phnom Penh,Healthcare,Master,2000,4200,USD,Full-time,2026-06-21,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174635
Midwife,Rosewood Phnom Penh,Siem Reap,Healthcare,Bachelor,600,1100,USD,Contract,2026-06-21,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174644
Sales Executive,Landell Mills,Kandal,Marketing / Sales,College,300,600,USD,Part-time,2026-05-25,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174653
Plant Manager,Cambodian ICT Center,Kampong Cham,Manufacturing,Master,2100,4200,USD,Contract,2026-04-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174661
IT Support Specialist,Forte Insurance,Takeo,IT / Technology,College,350,750,USD,Full-time,2026-06-27,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174674
Civil Engineer,Build Bright University,Kampot,Engineering,Bachelor,800,1650,USD,Full-time,2026-06-24,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174683
Production Supervisor,ANZ Royal Bank,Kandal,Manufacturing,Bachelor,500,1350,USD,Full-time,2026-03-13,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174692
Vice Principal,JICA Cambodia,Remote,Education,Master,1200,2450,USD,Full-time,2026-03-02,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174700
HR Director,World Vision,Phnom Penh,HR / Admin,Master,1550,3150,USD,Contract,2026-05-16,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174709
Guest Relations Officer,WaterSHED,Phnom Penh,Hospitality,Bachelor,550,950,USD,Full-time,2026-04-10,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174717
Paralegal,Norton University,Phnom Penh,Legal,Bachelor,650,1150,USD,Full-time,2026-03-04,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174726
Nutrition Officer,Cellcard,Kandal,NGO / Development,Bachelor,750,1800,USD,Full-time,2026-06-14,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174736
Bank Teller,Ministry of Economy and Finance,Battambang,Finance / Banking,College,400,720,USD,Full-time,2026-06-15,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174745
Hotel Manager,UNICEF Cambodia,Prey Veng,Hospitality,Master,1300,2450,USD,Full-time,2026-04-11,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174756
Branch Manager,Zaman University,Phnom Penh,Finance / Banking,Master,1600,3050,USD,Full-time,2026-06-05,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174765
Academic Coordinator,Royal University of Phnom Penh,Sihanoukville,Education,Master,900,1600,USD,Contract,2026-03-20,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174774
Finance and Admin Officer,Decathlon Cambodia,Prey Veng,NGO / Development,Bachelor,600,1250,USD,Full-time,2026-06-27,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174782
Front Desk Officer,MSI Surveys,Phnom Penh,Hospitality,Bachelor,400,650,USD,Full-time,2026-06-26,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174791
Frontend Developer,ING Cambodia,Prey Veng,IT / Technology,Bachelor,600,1300,USD,Full-time,2026-05-11,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174799
Chief Engineer,WaterSHED,Phnom Penh,Engineering,Master,2100,4050,USD,Full-time,2026-05-16,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174808
Inventory Controller,Cellcard,Siem Reap,Manufacturing,Bachelor,450,800,USD,Full-time,2026-05-08,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174821
Agribusiness Officer,FHI 360,Prey Veng,Agriculture,Bachelor,800,1450,USD,Full-time,2026-04-08,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174830
Sous Chef,Zando,Phnom Penh,Hospitality,College,500,1350,USD,Full-time,2026-05-24,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174838
Partnership Officer,World Vision,Siem Reap,NGO / Development,Master,900,2300,USD,Part-time,2026-04-13,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174847
Spa Therapist,Vattanac Properties,Phnom Penh,Hospitality,College,500,750,USD,Part-time,2026-06-19,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174855
Tour Guide,OCIC,Phnom Penh,Hospitality,Bachelor,400,650,USD,Part-time,2026-04-12,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174864
CAD Drafter,ING Cambodia,Siem Reap,Engineering,College,300,850,USD,Contract,2026-03-19,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174872
Chinese Teacher,Doctors Without Borders,Kampong Cham,Education,Bachelor,450,1000,USD,Full-time,2026-05-12,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174880
ERP Consultant,National Bank of Cambodia,Prey Veng,IT / Technology,Bachelor,1000,1900,USD,Full-time,2026-06-08,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174889
Finance Manager,Konvergence,Siem Reap,Finance / Banking,Master,1100,2550,USD,Part-time,2026-04-09,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.174898
Partnership Officer,Paragon International,Siem Reap,NGO / Development,Master,950,2050,USD,Full-time,2026-06-27,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174907
Regulatory Affairs Officer,Prasac MFI,Phnom Penh,Legal,Bachelor,700,1800,USD,Full-time,2026-04-15,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174916
Dean,Konvergence,Siem Reap,Education,PhD,1600,3450,USD,Full-time,2026-04-25,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174925
Irrigation Engineer,Angkor Hospital,Remote,Agriculture,Bachelor,600,1300,USD,Contract,2026-03-25,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.174934
Operations Manager,Konvergence,Remote,Manufacturing,Master,1100,2700,USD,Full-time,2026-05-05,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.174942
Country Director,Sofitel Phnom Penh,Takeo,NGO / Development,Master,3100,6050,USD,Full-time,2026-05-02,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174950
Hotel Manager,LOLC Cambodia,Prey Veng,Hospitality,Master,1300,2800,USD,Part-time,2026-05-12,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174959
Spa Therapist,Pi Pay,Siem Reap,Hospitality,College,400,650,USD,Part-time,2026-05-23,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174967
Blockchain Developer,AMK Microfinance,Siem Reap,IT / Technology,Master,1050,2150,USD,Full-time,2026-04-03,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174975
